id_x,price,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,minimum_nights,maximum_nights,availability_30,availability_60,availability_90,availability_365,availability_eoy,number_of_reviews,number_of_reviews_l30d,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,distance_to_center,neighbourhood_cleansed_Dn Laoghaire-Rathdown,neighbourhood_cleansed_Dublin City,neighbourhood_cleansed_Fingal,neighbourhood_cleansed_South Dublin,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room,compound_scores,season_Spring,season_Summer,season_Autumn
714971578362798425,50.0,4,94.0,80.0,1,1.0,1,1,53.6163,-6.23139,2,1.0,1.0,1.0,1,365,21,45,74,345,182,212,9,104,255,12750.0,4.92,4.91,4.93,4.92,4.94,4.83,4.83,0,6.34,29.72223563938718,0,0,1,0,0,0,1,0,0.5439518867924529,0.3443396226415094,0.22641509433962265,0.32547169811320753
715653375957167376,186.0,2,90.0,26.0,0,1.0,1,1,53.35802,-6.23657,4,1.0,2.0,2.0,3,365,2,21,45,45,45,12,0,2,18,3348.0,4.92,4.75,4.83,4.92,5.0,4.5,4.67,0,0.37,1.825829201487211,0,1,0,0,1,0,0,0,0.4941583333333333,0.4166666666666667,0.16666666666666666,0.4166666666666667
715820165593616758,154.0,3,96.0,97.0,0,8.0,1,1,53.3154,-6.29743,4,1.0,2.0,2.0,2,365,20,50,69,340,177,30,1,16,78,12012.0,4.43,4.4,4.53,4.87,4.63,4.67,4.2,0,0.92,4.558053818044541,0,1,0,0,1,0,0,0,0.49644333333333335,0.3333333333333333,0.36666666666666664,0.2
715895650289935325,60.0,3,100.0,77.0,0,1.0,1,1,53.28516,-6.29693,2,1.0,1.0,1.0,1,7,6,7,26,26,26,62,0,12,48,2880.0,4.97,4.97,4.94,4.94,5.0,4.81,4.79,0,1.89,7.596833997803957,0,0,0,1,0,0,1,0,0.7020387096774194,0.24193548387096775,0.41935483870967744,0.3064516129032258
716004234951003956,432.0,4,100.0,99.0,0,3.0,1,1,53.34583,-6.26466,7,1.5,3.0,3.0,2,1125,0,1,2,179,42,229,9,102,255,110160.0,4.89,4.9,4.8,4.9,4.99,4.94,4.78,0,7.39,0.5287013723840983,0,1,0,0,1,0,0,0,0.818740174672489,0.26200873362445415,0.22270742358078602,0.2663755458515284
716715498581335899,171.0,2,86.0,59.0,0,273.0,1,1,53.351941450390974,-6.257622319407136,4,1.0,1.0,2.0,4,365,17,34,64,240,172,35,1,11,56,9576.0,4.69,4.8,4.69,4.46,4.74,4.94,4.29,0,1.35,0.29764948384242385,0,1,0,0,1,0,0,0,0.5255857142857142,0.42857142857142855,0.14285714285714285,0.3142857142857143
716730990482291523,62.0,4,100.0,94.0,1,1.0,1,1,53.3503,-6.46445,2,1.0,1.0,1.0,1,1125,6,12,31,31,31,44,1,27,120,7440.0,4.84,4.8,4.98,4.91,4.91,4.61,4.75,0,2.09,13.595063385579973,0,0,0,1,0,0,1,0,0.7263690476190476,0.38095238095238093,0.14285714285714285,0.38095238095238093
718051859617239008,130.0,4,100.0,67.0,0,1.0,1,1,53.341544069107385,-6.269124265081786,2,1.0,1.0,1.0,4,30,1,10,15,15,15,83,0,17,104,13520.0,4.83,4.88,4.71,4.92,4.92,4.94,4.64,0,2.55,1.0906991179414913,0,1,0,0,1,0,0,0,0.609455421686747,0.2891566265060241,0.2289156626506024,0.3253012048192771
719536091519994983,147.0,4,100.0,96.0,1,5.0,1,1,53.32629,-6.24069,4,1.0,1.0,2.0,1,365,1,15,26,262,103,132,7,62,255,37485.0,4.84,4.86,4.89,4.89,4.93,4.91,4.64,0,4.15,2.9244349094960023,0,1,0,0,1,0,0,0,0.7346886363636363,0.3409090909090909,0.2878787878787879,0.22727272727272727
719589214205594618,182.0,4,100.0,99.0,1,24.0,1,1,53.33138,-6.21603,2,1.0,1.0,1.0,1,365,4,23,41,202,143,141,6,63,255,46410.0,4.87,4.9,4.74,4.91,4.96,4.96,4.72,0,4.26,3.5913107848169354,0,1,0,0,1,0,0,0,0.7662735714285714,0.32857142857142857,0.2571428571428571,0.22142857142857142
720016713726306309,93.0,0,100.0,100.0,0,2.0,1,1,53.3852304,-6.369472,2,1.5,1.0,1.0,2,60,12,42,72,162,162,14,0,0,0,0.0,4.71,4.86,4.86,4.86,5.0,4.71,4.64,0,0.43,8.267978747672803,0,0,1,0,0,0,1,0,0.4344428571428572,0.42857142857142855,0.14285714285714285,0.35714285714285715
720222103267540338,95.0,4,100.0,99.0,1,4.0,1,1,53.36238,-6.26376,2,1.0,1.0,1.0,1,31,8,26,52,320,157,264,9,88,255,24225.0,4.86,4.89,4.93,4.98,4.96,4.78,4.67,0,7.98,1.4188931765992334,0,1,0,0,1,0,0,0,0.6740799242424242,0.2689393939393939,0.25,0.2765151515151515
720737772454734817,243.0,4,100.0,46.0,0,2.0,1,1,53.32906,-6.27759,4,2.0,2.0,2.0,2,365,11,30,48,48,48,4,0,1,6,1458.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,0.13,2.5795725827907003,0,1,0,0,0,0,1,0,0.777625,0.0,0.5,0.5
720740826358409998,134.0,2,86.0,59.0,0,273.0,1,1,53.33424,-6.25655,2,1.0,1.0,1.0,14,365,0,26,52,292,129,4,0,3,56,7504.0,4.25,4.25,4.0,4.5,4.25,4.75,3.5,0,0.18,1.74963426371823,0,1,0,0,1,0,0,0,0.403775,0.25,0.25,0.5
720858315308685582,81.0,4,100.0,99.0,1,4.0,1,1,53.3885,-6.29148,2,1.0,1.0,2.0,2,90,26,56,75,139,139,35,2,22,126,10206.0,4.97,4.97,4.97,5.0,5.0,4.74,4.77,0,1.1,4.781015284531987,0,1,0,0,0,0,1,0,0.6631828571428572,0.3142857142857143,0.2857142857142857,0.37142857142857144
722126646342492767,300.0,2,86.0,59.0,0,273.0,1,1,53.37052,-6.27969,6,2.0,3.0,3.0,4,365,21,51,73,343,180,3,0,0,8,2400.0,5.0,5.0,4.67,5.0,4.67,5.0,5.0,0,0.11,2.642745467081825,0,1,0,0,1,0,0,0,0.6917333333333332,1.0,0.0,0.0
722162123111754631,126.0,4,100.0,99.0,1,24.0,1,1,53.31619,-6.30808,3,1.0,2.0,3.0,2,365,9,15,23,61,61,116,7,73,255,32130.0,4.72,4.78,4.58,4.91,4.94,4.78,4.69,0,4.44,4.911584347546988,0,1,0,0,1,0,0,0,0.4498904347826087,0.3826086956521739,0.28695652173913044,0.16521739130434782
722564977281122441,166.0,4,100.0,99.0,1,6.0,1,1,53.34319,-6.27266,6,1.0,1.0,3.0,2,365,0,3,11,11,11,252,7,89,255,42330.0,4.78,4.84,4.75,4.79,4.95,4.92,4.63,1,7.66,1.1039756921267727,0,1,0,0,1,0,0,0,0.5826466135458168,0.2948207171314741,0.23904382470119523,0.27091633466135456
725270051563994871,58.0,4,100.0,100.0,1,1.0,1,1,53.3205,-6.42021,1,1.0,1.0,1.0,1,365,17,44,69,326,163,108,3,29,126,7308.0,4.98,4.96,4.99,4.99,4.99,4.86,4.96,1,3.28,11.14051099499266,0,0,0,1,0,0,1,0,0.7092820754716981,0.3018867924528302,0.24528301886792453,0.3490566037735849
725280860808479033,124.0,0,100.0,100.0,0,2.0,1,1,53.3126718,-6.3164949,2,1.5,1.0,1.0,1,365,0,0,0,132,0,14,0,7,42,5208.0,4.93,4.79,4.71,5.0,5.0,5.0,4.86,1,0.56,5.575880771740717,0,0,0,1,1,0,0,0,0.7457071428571428,0.07142857142857142,0.5,0.42857142857142855
725362476847151194,142.0,2,86.0,59.0,0,273.0,1,1,53.34779,-6.26376,4,1.5,1.0,2.0,5,365,6,21,51,231,163,10,0,7,20,2840.0,4.1,3.8,4.2,4.6,4.6,4.8,3.8,0,0.3,0.3211443726735552,0,1,0,0,1,0,0,0,0.12596000000000002,0.5,0.3,0.1
725749233264811061,42.0,4,100.0,68.0,0,3.0,1,1,53.31565848421742,-6.398867098628911,1,1.0,1.0,1.0,1,1125,12,41,53,181,113,10,4,0,54,2268.0,4.7,4.8,4.9,4.8,4.7,4.7,4.8,0,0.32,9.982743666114196,0,0,0,1,0,0,1,0,0.70184,0.7,0.1,0.1
725786634456934957,108.0,4,100.0,99.0,1,24.0,1,1,53.29133,-6.23874,2,0.0,0.0,1.0,2,365,13,43,73,253,185,51,4,17,198,21384.0,4.75,4.8,4.63,4.94,4.86,4.84,4.57,0,1.59,6.663981215973839,1,0,0,0,1,0,0,0,0.5477450980392157,0.37254901960784315,0.09803921568627451,0.3333333333333333
726045428459979182,140.0,0,100.0,100.0,0,1.0,1,1,53.27828,-6.21727,2,1.0,1.0,1.0,2,365,0,0,9,284,121,24,0,0,0,0.0,4.83,4.75,4.83,4.54,4.83,4.58,4.71,0,0.74,8.460519420835924,1,0,0,0,0,0,1,0,0.7359083333333333,0.2916666666666667,0.25,0.2916666666666667
726153177819312334,92.0,4,100.0,96.0,1,2.0,1,1,53.37765,-6.31124,2,1.0,1.0,1.0,21,365,0,0,3,215,52,23,0,3,255,23460.0,4.78,4.78,4.74,4.83,4.96,4.52,4.48,0,0.74,4.59422955800461,0,1,0,0,1,0,0,0,0.4955869565217391,0.30434782608695654,0.30434782608695654,0.21739130434782608
726555568599322782,235.0,2,89.0,68.0,0,210.0,1,1,53.27925,-6.33979,6,1.0,4.0,3.0,7,365,23,39,62,323,160,9,0,3,28,6580.0,4.56,4.67,4.67,5.0,4.67,5.0,4.56,0,0.33,9.471856705117647,0,0,0,1,1,0,0,0,0.52,0.5555555555555556,0.3333333333333333,0.1111111111111111
727186626071469081,64.0,2,100.0,12.0,1,4.0,1,1,53.35074,-6.42877,1,1.0,1.0,1.0,3,14,29,59,89,179,179,5,0,1,6,384.0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,0,0.15,11.219344475671534,0,0,0,1,0,0,1,0,0.6471600000000001,0.6,0.0,0.4
727471612841409865,119.0,4,100.0,100.0,1,4.0,1,1,53.36191344895656,-6.2554059551737415,2,1.0,1.0,1.0,2,30,13,34,52,311,148,151,3,59,255,30345.0,4.83,4.88,4.86,4.89,4.91,4.75,4.68,1,4.79,1.3869655634860591,0,1,0,0,0,0,1,0,0.5333966887417219,0.2582781456953642,0.271523178807947,0.2781456953642384
727991121202914739,186.0,4,100.0,96.0,1,2.0,1,1,53.37578,-6.24446,4,2.0,2.0,2.0,2,1125,19,24,24,200,132,133,3,54,255,47430.0,4.92,4.93,4.91,4.78,4.95,4.78,4.77,0,4.26,3.077689072269555,0,1,0,0,1,0,0,0,0.6826648854961832,0.33587786259541985,0.2900763358778626,0.22137404580152673
729005885672973381,86.0,1,0.0,0.0,0,1.0,1,1,53.34856445036984,-6.278545638098145,1,1.0,1.0,0.0,2,27,22,52,82,82,82,16,0,0,0,0.0,4.44,4.63,4.0,4.75,4.63,4.75,3.94,0,0.51,1.2228119611913768,0,1,0,0,0,0,1,0,0.5975875,0.375,0.3125,0.25
729480896687042671,217.0,4,99.0,95.0,0,92.0,1,1,53.3523315073636,-6.26747940688476,4,1.0,1.0,2.0,14,165,3,10,17,17,17,35,1,12,255,55335.0,4.71,4.86,4.77,4.8,4.74,4.8,4.54,0,1.17,0.5549266051351774,0,1,0,0,1,0,0,0,0.41666,0.4857142857142857,0.17142857142857143,0.11428571428571428
729596133925020738,160.0,4,100.0,100.0,0,4.0,1,1,53.3532774,-6.248974599999999,4,1.0,1.0,2.0,14,165,14,42,54,59,59,34,1,15,255,40800.0,4.59,4.68,4.65,4.94,4.62,4.21,4.15,0,1.1,0.8476688852187922,0,1,0,0,1,0,0,0,0.24471176470588235,0.38235294117647056,0.2647058823529412,0.20588235294117646
731086216832107992,766.0,3,100.0,56.0,0,2.0,1,1,53.33559,-6.29996,8,3.0,4.0,5.0,3,365,0,0,2,113,29,7,0,2,6,4596.0,4.71,4.57,4.71,4.86,4.71,4.43,3.86,0,0.23,3.0787553382862964,0,1,0,0,1,0,0,0,0.5231857142857143,0.7142857142857143,0.14285714285714285,0.0
731254156350718076,36.0,4,100.0,68.0,0,1.0,1,1,53.26392,-6.21904,1,1.0,1.0,1.0,1,1125,1,13,41,70,42,21,1,10,96,3456.0,4.43,4.57,4.19,4.71,4.86,4.62,4.67,0,0.65,9.945626383751026,1,0,0,0,0,0,1,0,0.7246190476190476,0.3333333333333333,0.19047619047619047,0.2857142857142857
734556656287909395,125.0,3,97.0,90.0,1,17.0,1,1,53.33827,-6.26556,2,1.0,1.0,1.0,3,30,2,15,42,59,59,85,1,34,216,27000.0,4.76,4.86,4.82,4.72,4.91,4.73,4.52,0,2.63,1.3301675225842442,0,1,0,0,1,0,0,0,0.6092882352941177,0.27058823529411763,0.23529411764705882,0.25882352941176473
735344968363120159,95.0,3,100.0,95.0,1,3.0,1,1,53.31506,-6.20711,2,1.0,1.0,1.0,2,12,13,39,55,227,159,45,0,22,96,9120.0,4.89,4.89,4.8,4.78,4.93,4.71,4.71,0,1.47,5.244517759354748,0,1,0,0,0,0,1,0,0.6467,0.3333333333333333,0.26666666666666666,0.28888888888888886
737373268942589801,250.0,2,89.0,68.0,0,210.0,1,1,53.35736,-6.25315,4,1.0,2.0,2.0,3,365,20,43,67,67,67,20,0,0,0,0.0,4.35,4.2,3.9,4.7,4.75,4.55,3.9,0,0.65,0.9667380811537348,0,1,0,0,1,0,0,0,0.36254,0.4,0.3,0.1
737551451174135369,362.0,4,100.0,100.0,0,3.0,1,1,53.34448,-6.26568,4,2.0,2.0,2.0,1,1125,0,2,32,307,144,49,3,25,162,58644.0,4.84,4.82,4.84,4.69,4.78,4.9,4.73,1,1.57,0.692048375758021,0,1,0,0,1,0,0,0,0.5598142857142857,0.46938775510204084,0.2653061224489796,0.04081632653061224
737639146235914893,112.0,4,99.0,100.0,1,12.0,1,1,53.35294,-6.26371,2,1.0,1.0,1.0,2,365,4,25,50,316,153,184,6,77,255,28560.0,4.81,4.84,4.91,4.92,4.95,4.85,4.71,0,5.81,0.41675542635358553,0,1,0,0,0,0,1,0,0.715404945054945,0.3241758241758242,0.25824175824175827,0.25274725274725274
738413235830334736,468.0,0,100.0,100.0,0,1.0,1,1,53.2842,-6.13585,8,3.0,5.0,6.0,6,365,4,4,4,142,6,3,0,1,12,5616.0,5.0,5.0,4.67,5.0,5.0,5.0,5.0,0,0.1,11.049434798436083,1,0,0,0,1,0,0,0,0.9482666666666667,0.0,0.6666666666666666,0.0
739457776693328811,176.0,4,100.0,100.0,0,3.0,1,1,53.34432,-6.26552,2,1.0,1.0,1.0,1,1125,15,43,73,348,185,115,8,59,255,44880.0,4.7,4.83,4.72,4.68,4.77,4.86,4.61,1,4.02,0.7020059888416689,0,1,0,0,1,0,0,0,0.6135699115044247,0.2920353982300885,0.3185840707964602,0.061946902654867256
739457794720083849,189.0,4,100.0,100.0,0,3.0,1,1,53.34449,-6.26385,2,1.0,1.0,0.0,1,1125,2,25,55,330,167,36,2,18,138,26082.0,4.64,4.78,4.78,4.78,4.81,4.89,4.5,1,1.26,0.6365015804590376,0,1,0,0,1,0,0,0,0.6116428571428572,0.34285714285714286,0.14285714285714285,0.3142857142857143
739701079890567724,95.0,3,100.0,67.0,1,1.0,1,1,53.30331,-6.23586,2,1.0,1.0,1.0,10,120,28,58,78,78,78,64,0,20,255,24225.0,4.88,4.88,4.77,4.89,4.95,4.75,4.61,0,2.01,5.4241943274467435,1,0,0,0,0,0,1,0,0.5969234375,0.265625,0.3125,0.296875
740418766418140210,57.0,0,100.0,98.0,0,1.0,1,1,53.46386,-6.24082,1,1.0,1.0,1.0,1,1125,3,15,17,265,102,210,0,101,255,14535.0,4.72,4.81,4.61,4.85,4.9,4.74,4.66,1,6.58,12.760119035693391,0,0,1,0,0,0,1,0,0.6421333333333334,0.23333333333333334,0.3619047619047619,0.2619047619047619
740614628422680344,99.0,4,100.0,98.0,1,6.0,1,1,53.34458,-6.22796,3,1.0,1.0,1.0,3,30,7,15,31,89,63,65,4,32,192,19008.0,4.83,4.86,4.69,4.92,4.95,4.78,4.78,0,2.03,2.2307366477524972,0,1,0,0,0,0,1,0,0.6208461538461538,0.2153846153846154,0.2153846153846154,0.3076923076923077
741854010274673874,84.0,4,100.0,100.0,0,1.0,1,1,53.33826,-6.32095,2,1.0,1.0,1.0,1,1125,11,41,58,245,101,79,5,47,240,20160.0,4.51,4.52,4.46,4.77,4.87,4.44,4.39,1,2.5,4.238689174667703,0,1,0,0,0,0,1,0,0.3419278481012658,0.34177215189873417,0.20253164556962025,0.20253164556962025
742052048717650776,356.0,4,100.0,0.0,0,1.0,0,1,53.30939,-6.31106,6,3.0,4.0,4.0,2,365,0,0,0,245,82,5,0,2,6,2136.0,5.0,5.0,4.8,5.0,5.0,4.4,5.0,0,0.18,5.626993105646222,0,0,0,1,1,0,0,0,0.53734,0.6,0.4,0.0
742483560637268718,367.0,2,60.0,42.0,0,2.0,1,1,53.35453,-6.25734,8,2.0,2.0,7.0,2,60,12,32,50,129,129,29,2,16,54,19818.0,4.38,4.45,4.45,4.45,4.59,4.62,4.17,0,0.91,0.5621064710754915,0,1,0,0,1,0,0,0,0.5928827586206896,0.4827586206896552,0.2413793103448276,0.10344827586206896
742486902652188399,113.0,1,0.0,0.0,0,1.0,1,1,53.34112,-6.31985,2,1.0,1.0,1.0,3,28,25,55,85,175,175,7,0,0,0,0.0,4.86,5.0,4.86,5.0,5.0,4.86,4.86,0,0.22,4.081990471443744,0,1,0,0,0,0,1,0,0.9132714285714286,0.2857142857142857,0.2857142857142857,0.42857142857142855
743294515406089107,225.0,4,100.0,100.0,0,1.0,1,1,53.3461016,-6.2811943,4,1.0,2.0,3.0,2,1125,9,22,31,50,31,51,2,19,90,20250.0,4.69,4.8,4.82,4.78,4.98,4.73,4.64,1,1.71,1.451082512195026,0,1,0,0,1,0,0,0,0.6316313725490196,0.17647058823529413,0.6078431372549019,0.17647058823529413
743516618681168392,170.0,3,100.0,55.0,0,2.0,1,1,53.48682,-6.15174,2,1.0,1.0,1.0,25,365,27,57,87,360,197,6,0,2,100,17000.0,5.0,4.83,4.83,5.0,5.0,5.0,4.83,0,0.19,16.871398087304136,0,0,1,0,0,0,1,0,0.9100333333333334,0.16666666666666666,0.3333333333333333,0.16666666666666666
745956730921735609,54.0,4,100.0,79.0,0,1.0,1,1,53.58405704144276,-6.131766848266125,1,1.0,1.0,1.0,2,1125,28,56,82,284,194,26,2,4,42,2268.0,4.96,4.92,4.69,5.0,4.96,4.96,4.88,0,0.84,27.43342769510236,0,0,1,0,0,0,1,0,0.7566038461538462,0.2692307692307692,0.46153846153846156,0.19230769230769232
748406511254320417,165.0,3,100.0,84.0,0,1.0,1,1,53.39448,-6.12643,4,1.0,1.0,2.0,2,365,6,26,40,205,42,68,3,24,102,16830.0,4.9,4.87,4.93,4.93,4.97,4.9,4.78,0,2.16,10.203824837794986,0,0,1,0,1,0,0,0,0.5783985294117647,0.35294117647058826,0.38235294117647056,0.20588235294117646
748580117718459570,105.0,4,100.0,100.0,0,5.0,1,1,53.35238208081536,-6.263890117406845,2,1.0,1.0,1.0,3,45,17,38,55,229,161,107,4,50,255,26775.0,4.88,4.78,4.82,4.93,4.95,4.93,4.67,1,3.38,0.37381107208911113,0,1,0,0,0,0,1,0,0.5156672897196262,0.3177570093457944,0.16822429906542055,0.27102803738317754
749837194266319980,46.0,4,100.0,91.0,0,1.0,1,1,53.274899,-6.39544,2,1.0,1.0,1.0,1,1125,22,52,80,352,189,18,4,0,60,2760.0,4.61,4.61,4.67,4.44,4.94,4.44,4.67,0,0.57,12.272679697508256,0,0,0,1,0,0,1,0,0.6554388888888889,0.2777777777777778,0.2222222222222222,0.16666666666666666
749837476310446716,108.0,4,100.0,100.0,0,2.0,1,1,53.3372817,-6.2961494,4,1.0,2.0,2.0,1,90,6,6,6,6,6,56,0,37,144,15552.0,4.73,4.71,4.88,4.77,4.8,4.59,4.38,0,1.97,2.764419871751797,0,1,0,0,1,0,0,0,0.8064982142857142,0.35714285714285715,0.5178571428571429,0.07142857142857142
752149817322264636,78.0,4,100.0,97.0,1,1.0,1,1,53.31209,-6.2888,2,1.5,1.0,1.0,1,14,0,0,0,36,36,77,2,25,144,11232.0,4.86,4.91,4.87,4.95,4.96,4.83,4.69,0,2.43,4.606376835876945,0,1,0,0,0,0,1,0,0.721425,0.40789473684210525,0.23684210526315788,0.23684210526315788
752610440109281102,82.0,4,90.0,100.0,1,1.0,1,1,53.39797,-6.41937,2,1.5,1.0,1.0,2,90,24,39,39,39,39,31,0,9,36,2952.0,4.94,4.94,4.97,4.94,4.84,4.74,4.87,0,1.11,11.86699178016397,0,0,1,0,0,0,1,0,0.48747419354838706,0.4838709677419355,0.1935483870967742,0.22580645161290322
752768675850510556,146.0,4,100.0,100.0,0,8.0,1,1,53.33318,-6.25457,1,1.0,1.0,1.0,1,1125,0,0,0,0,0,7,0,2,0,0.0,4.57,4.57,4.86,4.14,4.71,4.71,4.29,1,0.23,1.888648344299027,0,1,0,0,0,0,1,0,0.6606571428571428,0.14285714285714285,0.14285714285714285,0.2857142857142857
752769090547072827,184.0,4,100.0,100.0,0,8.0,1,1,53.33312,-6.25505,2,1.0,1.0,1.0,1,1125,21,51,79,325,188,24,0,11,36,6624.0,4.5,4.54,4.67,4.67,4.63,4.75,4.5,1,0.78,1.8890099144340105,0,1,0,0,0,0,1,0,0.6253347826086957,0.21739130434782608,0.043478260869565216,0.2608695652173913
752771123075169648,212.0,4,100.0,100.0,0,8.0,1,1,53.33339,-6.25612,2,1.0,1.0,1.0,1,1125,22,48,75,323,180,29,0,14,60,12720.0,4.66,4.62,4.79,4.76,4.72,4.86,4.55,1,0.93,1.847412661391165,0,1,0,0,0,0,1,0,0.651844827586207,0.1724137931034483,0.20689655172413793,0.20689655172413793
752772452681061184,257.0,4,100.0,100.0,0,8.0,1,1,53.33487,-6.2559,4,1.0,1.0,2.0,1,1125,0,4,12,160,47,43,0,10,138,35466.0,4.67,4.79,4.77,4.88,4.81,4.81,4.56,1,1.37,1.687246314906882,0,1,0,0,0,0,1,0,0.5095558139534884,0.27906976744186046,0.11627906976744186,0.2558139534883721
752772967125933519,172.0,4,100.0,100.0,0,8.0,1,1,53.33301,-6.25507,2,1.0,1.0,1.0,1,1125,19,49,77,323,186,146,0,43,255,43860.0,4.45,4.58,4.8,4.78,4.75,4.72,4.32,1,4.64,1.9007973589089646,0,1,0,0,0,0,1,0,0.5294554794520548,0.1780821917808219,0.1232876712328767,0.23972602739726026
753858210322994236,70.0,4,100.0,83.0,1,2.0,1,1,53.39106,-6.36849,2,1.5,1.0,1.0,1,1125,14,32,48,48,48,39,1,2,6,420.0,4.92,5.0,4.77,5.0,5.0,4.82,4.79,0,1.3,8.540735049607715,0,0,1,0,0,0,1,0,0.6521615384615385,0.3076923076923077,0.6666666666666666,0.0
754473929674133407,70.0,3,93.0,81.0,1,1.0,1,1,53.2887006,-6.4357859,2,1.5,1.0,2.0,1,4,22,52,82,357,194,56,2,10,126,8820.0,4.89,4.93,4.88,4.96,4.93,4.54,4.77,0,1.85,13.527779521382048,0,0,0,1,0,0,1,0,0.5670607142857144,0.5,0.21428571428571427,0.14285714285714285
754880133240064481,67.0,2,100.0,33.0,0,1.0,1,1,53.2780293,-6.4183737,2,1.5,1.0,1.0,5,45,29,59,89,89,89,11,0,3,10,670.0,4.27,4.36,3.82,4.55,4.55,4.45,3.64,0,0.35,13.221080506108414,0,0,0,1,0,0,1,0,0.5109636363636363,0.36363636363636365,0.18181818181818182,0.2727272727272727
755092110097913496,76.0,4,100.0,100.0,1,2.0,1,1,53.27742,-6.16683,1,1.0,1.0,1.0,2,31,7,14,29,91,91,27,0,7,24,1824.0,4.96,4.96,4.85,4.93,5.0,4.85,4.85,0,0.86,10.183224182888836,1,0,0,0,0,0,1,0,0.6961888888888889,0.18518518518518517,0.25925925925925924,0.3333333333333333
755097836175571963,157.0,1,0.0,0.0,0,7.0,1,1,53.35464,-6.25721,4,1.0,1.0,2.0,3,1125,23,53,80,350,187,3,0,0,0,0.0,4.67,5.0,4.67,5.0,5.0,5.0,5.0,0,0.1,0.5766193909940027,0,1,0,0,1,0,0,0,0.6534666666666666,0.0,0.0,1.0
755238779720415206,110.0,4,100.0,78.0,1,1.0,1,1,53.34072,-6.28129,2,1.5,1.0,1.0,1,365,14,25,50,50,50,60,3,25,114,12540.0,4.92,4.87,4.9,4.97,5.0,4.87,4.62,0,1.92,1.7249441424127707,0,1,0,0,0,0,1,0,0.6146616666666667,0.4166666666666667,0.2833333333333333,0.16666666666666666
755852102588313607,90.0,1,43.0,56.0,0,1.0,0,1,53.26943,-6.1289,2,1.0,1.0,1.0,1,365,27,57,86,361,198,17,0,8,36,3240.0,4.94,4.88,4.82,5.0,4.94,4.88,4.65,0,0.68,12.518696069323537,1,0,0,0,0,0,1,0,0.7913705882352942,0.17647058823529413,0.5294117647058824,0.29411764705882354
755890713401925195,216.0,4,100.0,98.0,0,1.0,1,1,53.2923,-6.13182,4,2.0,2.0,4.0,3,1125,5,9,17,127,35,72,6,24,156,33696.0,4.75,4.85,4.81,4.9,4.88,4.92,4.69,0,2.31,10.688931953844005,1,0,0,0,1,0,0,0,0.721969014084507,0.4225352112676056,0.4225352112676056,0.14084507042253522
755912468211253955,165.0,3,90.0,63.0,1,1.0,1,1,53.3353,-6.27728,2,1.0,1.0,1.0,2,1125,24,54,80,352,189,59,2,21,84,13860.0,4.88,4.9,4.92,4.93,4.93,4.78,4.53,0,1.98,1.9705866407767634,0,1,0,0,0,0,1,0,0.4326372881355932,0.4406779661016949,0.288135593220339,0.22033898305084745
756290717654174810,238.0,4,100.0,98.0,1,1.0,1,1,53.30985,-6.19705,6,2.0,2.0,3.0,2,14,14,26,34,207,44,47,1,20,114,27132.0,4.72,4.6,4.7,4.98,4.91,4.89,4.57,1,1.84,6.125837578095741,1,0,0,0,1,0,0,0,0.7311170212765957,0.1276595744680851,0.7446808510638298,0.1276595744680851
758638428257235252,80.0,4,100.0,100.0,0,1.0,1,1,53.27004890042879,-6.236324227285136,2,1.0,1.0,1.0,2,30,15,45,67,234,166,23,1,7,48,3840.0,4.48,4.52,4.74,4.61,4.74,4.35,4.43,1,0.89,9.018394525679957,1,0,0,0,0,0,1,0,0.5512565217391304,0.2608695652173913,0.5652173913043478,0.13043478260869565
761480423875396531,65.0,2,90.0,33.0,0,1.0,1,1,53.3311936,-6.250417,1,1.5,1.0,2.0,1,1125,11,19,34,34,34,19,0,7,42,2730.0,4.74,4.58,4.32,4.84,4.89,4.74,4.68,0,0.62,2.1728713284965187,0,1,0,0,0,0,1,0,0.5670333333333333,0.05555555555555555,0.4444444444444444,0.2222222222222222
761535783743169495,108.0,4,80.0,100.0,0,1.0,1,1,53.33772,-6.32013,4,1.0,2.0,2.0,2,365,7,8,8,8,8,30,1,9,42,4536.0,4.97,4.97,4.7,4.9,5.0,4.77,4.87,0,0.98,4.20552403984209,0,1,0,0,1,0,0,0,0.6546133333333334,0.26666666666666666,0.23333333333333334,0.1
762773628022958892,125.0,4,83.0,96.0,0,1.0,1,1,53.35974,-6.26589,2,1.0,1.0,1.0,1,1125,14,39,59,163,163,51,0,33,102,12750.0,4.73,4.69,4.8,4.55,4.76,4.61,4.39,0,1.75,1.1671914947510225,0,1,0,0,1,0,0,0,0.5847725490196078,0.3137254901960784,0.27450980392156865,0.27450980392156865
